# Gnuplot File : positions of 1 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 
2.87	0.129157 0.127015 0.346281 -0.0343511 -0.0250266 -0.0346796 0.998494	
2.88	0.1291 0.126877 0.346102 -0.0337043 -0.0250866 -0.0347548 0.998512	
2.89	0.129051 0.126745 0.345974 -0.0330797 -0.0251406 -0.0348396 0.998529	
2.9	0.128993 0.126607 0.345791 -0.0324283 -0.0252009 -0.034915 0.998546	
2.91	0.128945 0.126477 0.345669 -0.0318046 -0.025254 -0.035002 0.998562	
2.92	0.128887 0.126339 0.34548 -0.0311481 -0.0253145 -0.0350773 0.998578	
2.93	0.12884 0.126211 0.345366 -0.0305254 -0.0253663 -0.0351661 0.998593	
2.94	0.128781 0.126073 0.34517 -0.029863 -0.0254274 -0.0352411 0.998609	
2.95	0.128736 0.125946 0.345065 -0.0292422 -0.0254771 -0.0353322 0.998623	
2.96	0.128675 0.125809 0.344862 -0.0285736 -0.0255394 -0.0354065 0.998638	
2.97	0.128633 0.125684 0.344767 -0.0279556 -0.0255869 -0.0355 0.998651	
2.98	0.12857 0.125546 0.344553 -0.0272792 -0.0256502 -0.0355732 0.998665	
2.99	0.128531 0.125423 0.344471 -0.0266652 -0.0256948 -0.0356697 0.998677	
3	0.128467 0.125284 0.344245 -0.0259794 -0.0257595 -0.0357413 0.998691	
3.01	0.12843 0.125163 0.34418 -0.0253712 -0.025801 -0.0358412 0.998702	
3.02	0.128363 0.125024 0.343937 -0.0246744 -0.0258677 -0.0359107 0.998715	
3.03	0.128331 0.124906 0.343891 -0.0240741 -0.025906 -0.0360148 0.998725	
3.04	0.12826 0.124765 0.343627 -0.023364 -0.0259754 -0.0360817 0.998738	
